id,loan_status,prob
69279,0,0.0706
69280,0,0.0134
69281,1,0.7878
69282,1,0.9893
69283,0,0.0144
69284,0,0.0298
69285,0,0.034
69286,0,0.0028
69287,0,0.0139
69288,0,0.0094
69289,0,0.0167
69290,0,0.0423
69291,0,0.0211
69292,0,0.0247
69293,0,0.0383
69294,0,0.0262
69295,0,0.0162
69296,0,0.0118
69297,0,0.0191
69298,0,0.0344
69299,0,0.0253
69300,0,0.0594
69301,0,0.0187
69302,1,0.8344
69303,0,0.3291
69304,0,0.0185
69305,0,0.0266
69306,0,0.0236
69307,0,0.3278
69308,0,0.0088
69309,0,0.095
69310,1,0.8298
69311,0,0.0353
69312,0,0.0205
69313,0,0.1028
69314,0,0.016
69315,0,0.0698
69316,0,0.0017
69317,0,0.0358
69318,0,0.0099
69319,0,0.0041
69320,0,0.0095
69321,0,0.0201
69322,0,0.0402
69323,0,0.046
69324,0,0.0684
69325,0,0.3851
69326,0,0.1371
69327,0,0.0034
69328,1,0.7923
69329,0,0.0215
69330,0,0.02
69331,0,0.0599
69332,0,0.0936
69333,1,0.6201
69334,0,0.0151
69335,0,0.0032
69336,0,0.1281
69337,0,0.0303
69338,0,0.0014
69339,0,0.0155
69340,0,0.0604
69341,0,0.0418
69342,0,0.0755
69343,0,0.0071
69344,0,0.0625
69345,0,0.0213
69346,0,0.0197
69347,0,0.0027
69348,0,0.0231
69349,0,0.0339
69350,0,0.0552
69351,0,0.0461
69352,0,0.018
69353,0,0.0269
69354,0,0.035
69355,0,0.007
69356,0,0.0261
69357,0,0.0094
69358,0,0.0174
69359,0,0.0119
69360,0,0.1074
69361,0,0.2213
69362,0,0.12
69363,0,0.0164
69364,0,0.0777
69365,0,0.0271
69366,0,0.0725
69367,0,0.0103
69368,0,0.2326
69369,0,0.0254
69370,0,0.0119
69371,0,0.0166
69372,0,0.0343
69373,0,0.0534
69374,0,0.0031
69375,0,0.0395
69376,0,0.0084
69377,1,0.8632
69378,0,0.026
69379,0,0.0168
69380,1,0.9301
69381,0,0.0238
69382,0,0.0037
69383,0,0.0295
69384,0,0.0813
69385,0,0.0441
69386,0,0.01
69387,1,0.9621
69388,0,0.0973
69389,0,0.029
69390,0,0.0521
69391,0,0.0113
69392,0,0.0501
69393,0,0.0125
69394,0,0.0135
69395,0,0.0449
69396,0,0.0148
69397,0,0.3306
69398,0,0.1818
69399,1,0.928
69400,0,0.0087
69401,0,0.0149
69402,0,0.0015
69403,0,0.0221
69404,1,0.5628
69405,0,0.0047
69406,0,0.0388
69407,0,0.0618
69408,0,0.0485
69409,0,0.0525
69410,0,0.0608
69411,0,0.2225
69412,0,0.0273
69413,0,0.0103
69414,0,0.0452
69415,0,0.0563
69416,0,0.0534
69417,0,0.0187
69418,0,0.0207
69419,0,0.2162
69420,0,0.0334
69421,0,0.0071
69422,0,0.1382
69423,0,0.1654
69424,0,0.2598
69425,0,0.0381
69426,0,0.0888
69427,0,0.0333
69428,0,0.0992
69429,0,0.1636
69430,0,0.0345
69431,0,0.0189
69432,0,0.0043
69433,0,0.0435
69434,0,0.0348
69435,0,0.0223
69436,0,0.0538
69437,0,0.0773
69438,0,0.0377
69439,0,0.0175
69440,0,0.0293
69441,0,0.0116
69442,0,0.0085
69443,1,0.942
69444,0,0.0086
69445,0,0.0243
69446,0,0.0037
69447,0,0.0144
69448,0,0.0414
69449,0,0.0196
69450,0,0.0125
69451,0,0.0159
69452,0,0.1399
69453,0,0.0799
69454,0,0.0098
69455,0,0.0965
69456,0,0.0417
69457,0,0.081
69458,0,0.0715
69459,0,0.0374
69460,0,0.0301
69461,1,0.8305
69462,0,0.082
69463,0,0.003
69464,0,0.0823
69465,0,0.0665
69466,0,0.1072
69467,0,0.0149
69468,0,0.0383
69469,0,0.1637
69470,0,0.0457
69471,0,0.0161
69472,0,0.0191
69473,0,0.0071
69474,0,0.0362
69475,0,0.06
69476,0,0.0668
69477,0,0.0043
69478,0,0.0534
69479,0,0.0366
69480,0,0.0767
69481,0,0.0201
69482,0,0.0804
69483,0,0.0042
69484,0,0.0271
69485,0,0.0676
69486,0,0.0045
69487,0,0.012
69488,0,0.0277
69489,0,0.0266
69490,0,0.0393
69491,0,0.0154
69492,0,0.0317
69493,0,0.0772
69494,0,0.0882
69495,0,0.0902
69496,0,0.0255
69497,0,0.0557
69498,0,0.0261
69499,0,0.2221
69500,0,0.0903
69501,0,0.0723
69502,0,0.0232
69503,0,0.0234
69504,0,0.0805
69505,0,0.053
69506,0,0.0176
69507,0,0.0193
69508,0,0.1264
69509,0,0.0078
69510,0,0.0239
69511,0,0.0297
69512,0,0.0265
69513,0,0.0293
69514,1,0.5239
69515,0,0.0189
69516,0,0.03
69517,0,0.0195
69518,0,0.0142
69519,0,0.0401
69520,0,0.0381
69521,0,0.2267
69522,0,0.0353
69523,1,0.9341
69524,1,0.6429
69525,1,0.9842
69526,1,0.9413
69527,0,0.0389
69528,0,0.0092
69529,0,0.0199
69530,1,0.611
69531,0,0.0293
69532,0,0.0174
69533,0,0.0546
69534,0,0.0882
69535,0,0.2574
69536,0,0.0111
69537,0,0.3185
69538,0,0.0851
69539,0,0.008
69540,0,0.117
69541,0,0.0153
69542,0,0.0727
69543,0,0.0932
69544,0,0.1243
69545,1,0.953
69546,0,0.2426
69547,0,0.1203
69548,0,0.0109
69549,0,0.0128
69550,0,0.0163
69551,0,0.0286
69552,0,0.0469
69553,0,0.0394
69554,0,0.1295
69555,0,0.2234
69556,0,0.0534
69557,0,0.0055
69558,0,0.0143
69559,1,0.8322
69560,1,0.7258
69561,0,0.0401
69562,0,0.4044
69563,0,0.0625
69564,1,0.8465
69565,0,0.0635
69566,0,0.0266
69567,0,0.0379
69568,0,0.0436
69569,0,0.0031
69570,0,0.0449
69571,0,0.0019
69572,0,0.0081
69573,1,0.8515
69574,0,0.0119
69575,0,0.0536
69576,0,0.0276
69577,1,0.903
69578,1,0.9773
69579,0,0.3862
69580,0,0.1842
69581,0,0.0128
69582,1,0.8983
69583,0,0.424
69584,0,0.0168
69585,0,0.0557
69586,0,0.0438
69587,0,0.0261
69588,0,0.0205
69589,0,0.0448
69590,0,0.0084
69591,0,0.0045
69592,0,0.4067
69593,1,0.7592
69594,0,0.0274
69595,0,0.0129
69596,0,0.026
69597,1,0.8251
69598,0,0.0461
69599,0,0.0932
69600,0,0.0093
69601,0,0.0435
69602,0,0.0388
69603,1,0.9322
69604,0,0.0358
69605,0,0.1199
69606,0,0.0037
69607,0,0.0893
69608,0,0.0559
69609,0,0.07
69610,1,0.9632
69611,0,0.0178
69612,0,0.0563
69613,0,0.0746
69614,0,0.0925
69615,0,0.0129
69616,0,0.0507
69617,0,0.0727
69618,0,0.0024
69619,1,0.9869
69620,0,0.0107
69621,0,0.0655
69622,0,0.0343
69623,0,0.082
69624,0,0.0559
69625,0,0.0367
69626,0,0.0846
69627,0,0.0113
69628,0,0.0135
69629,0,0.4263
69630,1,0.9428
69631,1,0.9534
69632,0,0.0259
69633,0,0.1894
69634,0,0.0038
69635,0,0.0053
69636,0,0.0069
69637,0,0.3116
69638,0,0.1349
69639,1,0.9859
69640,0,0.011
69641,0,0.1106
69642,0,0.0048
69643,0,0.1557
69644,1,0.9653
69645,0,0.0261
69646,0,0.005
69647,0,0.0248
69648,1,0.9555
69649,0,0.1386
69650,0,0.0655
69651,0,0.0214
69652,0,0.0173
69653,0,0.0021
69654,0,0.0233
69655,0,0.0079
69656,0,0.0172
69657,0,0.0626
69658,0,0.0268
69659,0,0.0309
69660,0,0.3069
69661,0,0.103
69662,1,0.8183
69663,0,0.0032
69664,0,0.0103
69665,1,0.544
69666,0,0.0901
69667,0,0.0343
69668,1,0.8053
69669,0,0.011
69670,0,0.0079
69671,0,0.0294
69672,0,0.118
69673,1,0.6948
69674,0,0.4743
69675,0,0.0161
69676,0,0.0503
69677,0,0.0417
69678,0,0.0247
69679,1,0.9669
69680,0,0.0392
69681,0,0.0153
69682,0,0.024
69683,0,0.0208
69684,0,0.3984
69685,0,0.048
69686,0,0.0432
69687,0,0.0675
69688,0,0.0014
69689,0,0.0865
69690,0,0.0498
69691,0,0.0297
69692,0,0.0663
69693,0,0.0662
69694,0,0.0183
69695,0,0.0051
69696,0,0.2597
69697,1,0.937
69698,0,0.0588
69699,0,0.0143
69700,0,0.0407
69701,0,0.0119
69702,0,0.0475
69703,0,0.0333
69704,0,0.1818
69705,0,0.0082
69706,0,0.0245
69707,0,0.0337
69708,0,0.1739
69709,0,0.072
69710,0,0.0791
69711,0,0.1572
69712,0,0.0661
69713,0,0.0213
69714,1,0.9436
69715,0,0.0328
69716,0,0.0388
69717,0,0.0748
69718,0,0.137
69719,0,0.033
69720,1,0.8893
69721,0,0.0788
69722,0,0.0372
69723,0,0.0157
69724,0,0.0355
69725,0,0.0132
69726,0,0.0261
69727,0,0.0432
69728,0,0.2534
69729,0,0.0108
69730,0,0.0349
69731,0,0.047
69732,0,0.0213
69733,0,0.0087
69734,0,0.0048
69735,0,0.011
69736,0,0.0061
69737,0,0.0408
69738,0,0.1654
69739,0,0.0102
69740,0,0.0179
69741,0,0.0736
69742,0,0.0215
69743,0,0.0269
69744,0,0.0249
69745,0,0.0104
69746,0,0.0303
69747,0,0.056
69748,0,0.0153
69749,0,0.1005
69750,0,0.0109
69751,0,0.0176
69752,0,0.1433
69753,0,0.0345
69754,0,0.0143
69755,1,0.9515
69756,0,0.0273
69757,0,0.0088
69758,0,0.014
69759,0,0.0214
69760,0,0.0201
69761,0,0.0056
69762,0,0.0613
69763,0,0.041
69764,0,0.0319
69765,0,0.0157
69766,0,0.0423
69767,0,0.0159
69768,0,0.124
69769,0,0.4776
69770,0,0.017
69771,0,0.0314
69772,0,0.0277
69773,1,0.6723
69774,1,0.8346
69775,0,0.0291
69776,0,0.0307
69777,0,0.0212
69778,0,0.0533
69779,0,0.0455
69780,0,0.0818
69781,0,0.0498
69782,0,0.4569
69783,0,0.0101
69784,0,0.0303
69785,0,0.0412
69786,0,0.1217
69787,0,0.0993
69788,0,0.0129
69789,0,0.0156
69790,0,0.0071
69791,0,0.0288
69792,0,0.016
69793,0,0.0628
69794,0,0.0214
69795,0,0.0396
69796,0,0.0115
69797,0,0.064
69798,0,0.0228
69799,0,0.0139
69800,0,0.0055
69801,1,0.9476
69802,0,0.0138
69803,0,0.0193
69804,1,0.8984
69805,0,0.0943
69806,0,0.0081
69807,0,0.04
69808,0,0.0362
69809,0,0.0231
69810,1,0.8592
69811,0,0.0487
69812,0,0.0118
69813,0,0.0186
69814,0,0.0781
69815,0,0.042
69816,0,0.0048
69817,0,0.0382
69818,0,0.0111
69819,0,0.0937
69820,0,0.004
69821,1,0.9941
69822,0,0.1974
69823,0,0.1687
69824,0,0.1787
69825,0,0.03
69826,0,0.0213
69827,0,0.0402
69828,0,0.0402
69829,1,0.9956
69830,0,0.0347
69831,0,0.2501
69832,0,0.0157
69833,0,0.1453
69834,0,0.0203
69835,0,0.008
69836,0,0.2189
69837,0,0.0446
69838,0,0.027
69839,0,0.0456
69840,0,0.0209
69841,0,0.0086
69842,0,0.0243
69843,0,0.0541
69844,0,0.2826
69845,0,0.0059
69846,0,0.0205
69847,0,0.1378
69848,0,0.0529
69849,0,0.0342
69850,0,0.0985
69851,0,0.0264
69852,0,0.0179
69853,0,0.0704
69854,0,0.1392
69855,0,0.0508
69856,0,0.2134
69857,1,0.8909
69858,0,0.0902
69859,0,0.0067
69860,0,0.0191
69861,1,0.9501
69862,0,0.0212
69863,0,0.0034
69864,1,0.921
69865,0,0.0401
69866,0,0.0116
69867,1,0.7702
69868,0,0.0194
69869,0,0.0565
69870,0,0.006
69871,0,0.0137
69872,1,0.9268
69873,0,0.0894
69874,0,0.0556
69875,0,0.0074
69876,0,0.2187
69877,0,0.0234
69878,0,0.0218
69879,0,0.0314
69880,0,0.0323
69881,0,0.0276
69882,0,0.0186
69883,0,0.2208
69884,1,0.7735
69885,0,0.2546
69886,0,0.0698
69887,0,0.0579
69888,0,0.0661
69889,0,0.0621
69890,0,0.1094
69891,0,0.0147
69892,0,0.0355
69893,0,0.3185
69894,0,0.0174
69895,1,0.9415
69896,1,0.8647
69897,0,0.04
69898,0,0.115
69899,0,0.0025
69900,0,0.0512
69901,1,0.9219
69902,0,0.0697
69903,0,0.0481
69904,0,0.0239
69905,0,0.0118
69906,0,0.0045
69907,0,0.0818
69908,0,0.0603
69909,0,0.0112
69910,0,0.0445
69911,0,0.1237
69912,0,0.0131
69913,0,0.0789
69914,0,0.1244
69915,0,0.0934
69916,0,0.0107
69917,0,0.2086
69918,0,0.2056
69919,0,0.0579
69920,0,0.0338
69921,0,0.1204
69922,0,0.0209
69923,0,0.0095
69924,0,0.0494
69925,0,0.0048
69926,1,0.6279
69927,0,0.0251
69928,0,0.1462
69929,0,0.0179
69930,0,0.0697
69931,0,0.0316
69932,0,0.0351
69933,0,0.0562
69934,0,0.0522
69935,0,0.0318
69936,0,0.0179
69937,0,0.0203
69938,0,0.0334
69939,0,0.3015
69940,0,0.0081
69941,0,0.0405
69942,0,0.0031
69943,0,0.0427
69944,0,0.0128
69945,0,0.0715
69946,1,0.9516
69947,0,0.0024
69948,0,0.0126
69949,0,0.0293
69950,0,0.1316
69951,0,0.2982
69952,0,0.0525
69953,0,0.0155
69954,0,0.4676
69955,1,0.675
69956,0,0.0368
69957,0,0.0532
69958,1,0.9448
69959,1,0.9899
69960,0,0.0038
69961,0,0.0124
69962,1,0.8706
69963,0,0.1917
69964,0,0.1286
69965,1,0.5563
69966,0,0.0132
69967,0,0.0677
69968,0,0.0187
69969,0,0.0081
69970,0,0.0033
69971,0,0.008
69972,0,0.1509
69973,0,0.0596
69974,0,0.0167
69975,0,0.0248
69976,1,0.9397
69977,0,0.0147
69978,0,0.2457
69979,0,0.0249
69980,0,0.0883
69981,0,0.0245
69982,0,0.0864
69983,0,0.0243
69984,0,0.0099
69985,0,0.0131
69986,0,0.0318
69987,0,0.0326
69988,0,0.0781
69989,0,0.0277
69990,1,0.6669
69991,0,0.0758
69992,0,0.0252
69993,0,0.0261
69994,0,0.0087
69995,0,0.053
69996,0,0.0075
69997,0,0.1236
69998,0,0.0661
69999,0,0.0156
70000,0,0.0161
70001,0,0.0418
70002,0,0.0265
70003,0,0.0395
70004,0,0.0115
70005,0,0.0369
70006,0,0.0162
70007,0,0.0089
70008,0,0.0282
70009,0,0.031
70010,1,0.688
70011,0,0.0962
70012,0,0.4047
70013,0,0.0779
70014,0,0.0478
70015,0,0.0763
70016,0,0.0615
70017,0,0.035
70018,0,0.0064
70019,0,0.0295
70020,0,0.0351
70021,0,0.0121
70022,0,0.0217
70023,0,0.1007
70024,0,0.0147
70025,0,0.0217
70026,0,0.0537
70027,0,0.0253
70028,0,0.0135
70029,0,0.0163
70030,0,0.0067
70031,0,0.0585
70032,1,0.937
70033,1,0.9241
70034,0,0.0308
70035,0,0.0427
70036,0,0.0726
70037,0,0.0084
70038,0,0.0034
70039,1,0.975
70040,0,0.0244
70041,0,0.1382
70042,1,0.9454
70043,0,0.012
70044,0,0.0335
70045,0,0.1364
70046,0,0.0118
70047,0,0.0264
70048,0,0.166
70049,0,0.0065
70050,0,0.0473
70051,0,0.3518
70052,0,0.1253
70053,1,0.9621
70054,1,0.9159
70055,0,0.012
70056,0,0.0107
70057,0,0.0175
70058,0,0.0086
70059,0,0.1039
70060,0,0.0818
70061,0,0.0477
70062,0,0.1002
70063,0,0.0667
70064,0,0.0938
70065,0,0.019
70066,1,0.9739
70067,0,0.0223
70068,0,0.0214
70069,0,0.291
70070,0,0.0519
70071,0,0.0595
70072,1,0.9918
70073,0,0.0279
70074,0,0.0023
70075,0,0.0062
70076,0,0.012
70077,0,0.0635
70078,0,0.0239
70079,0,0.0289
70080,0,0.0177
70081,0,0.0331
70082,0,0.024
70083,0,0.0196
70084,0,0.0102
70085,1,0.9441
70086,0,0.0312
70087,0,0.014
70088,0,0.054
70089,0,0.1699
70090,0,0.0682
70091,0,0.1258
70092,1,0.9855
70093,0,0.0869
70094,1,0.8599
70095,0,0.1169
70096,0,0.0281
70097,1,0.7991
70098,0,0.0324
70099,0,0.0137
70100,0,0.0172
70101,0,0.0132
70102,1,0.9179
70103,0,0.0104
70104,0,0.0031
70105,0,0.1792
70106,1,0.9302
70107,0,0.03
70108,0,0.0185
70109,0,0.0351
70110,0,0.0137
70111,0,0.1543
70112,1,0.953
70113,0,0.0151
70114,0,0.3572
70115,0,0.0497
70116,0,0.0094
70117,0,0.0043
70118,0,0.048
70119,0,0.0351
70120,0,0.0922
70121,0,0.1518
70122,0,0.0549
70123,0,0.0183
70124,0,0.0864
70125,0,0.0582
70126,0,0.0013
70127,0,0.0251
70128,0,0.008
70129,0,0.0096
70130,0,0.0271
70131,1,0.7722
70132,0,0.0645
70133,1,0.9175
70134,1,0.9613
70135,0,0.0178
70136,0,0.0317
70137,1,0.9247
70138,0,0.0022
70139,0,0.0156
70140,0,0.0039
70141,0,0.0447
70142,0,0.1477
70143,0,0.0818
70144,0,0.0163
70145,0,0.0038
70146,0,0.0081
70147,0,0.0284
70148,1,0.7252
70149,0,0.0142
70150,0,0.0201
70151,0,0.0067
70152,0,0.013
70153,0,0.0655
70154,0,0.0137
70155,0,0.2786
70156,0,0.0279
70157,0,0.1362
70158,0,0.0177
70159,1,0.8792
70160,0,0.0445
70161,0,0.0421
70162,0,0.0067
70163,0,0.0323
70164,0,0.0059
70165,0,0.1388
70166,0,0.0157
70167,1,0.9654
70168,0,0.0313
70169,0,0.0543
70170,0,0.0052
70171,1,0.9323
70172,1,0.5243
70173,0,0.0143
70174,0,0.0093
70175,0,0.0427
70176,0,0.0058
70177,0,0.0235
70178,0,0.01
70179,1,0.9528
70180,0,0.2507
70181,0,0.0353
70182,0,0.0898
70183,0,0.0271
70184,0,0.0477
70185,0,0.027
70186,1,0.9097
70187,0,0.02
70188,0,0.0056
70189,0,0.024
70190,0,0.0466
70191,0,0.0134
70192,0,0.0153
70193,0,0.0227
70194,0,0.0444
70195,0,0.0689
70196,0,0.0396
70197,1,0.7532
70198,0,0.0447
70199,0,0.0211
70200,0,0.0769
70201,1,0.7952
70202,0,0.3032
70203,1,0.9232
70204,0,0.0139
70205,0,0.024
70206,0,0.0952
70207,0,0.0633
70208,0,0.1412
70209,0,0.0559
70210,0,0.0349
70211,0,0.1335
70212,0,0.066
70213,0,0.1072
70214,0,0.108
70215,0,0.0483
70216,1,0.9455
70217,0,0.0013
70218,0,0.0231
70219,0,0.223
70220,0,0.0232
70221,0,0.0169
70222,0,0.0125
70223,0,0.0153
70224,1,0.8468
70225,0,0.0568
70226,0,0.0667
70227,0,0.0135
70228,0,0.1495
70229,0,0.0173
70230,1,0.9491
70231,0,0.0801
70232,0,0.014
70233,0,0.017
70234,0,0.0563
70235,0,0.0194
70236,0,0.0052
70237,0,0.0399
70238,0,0.1177
70239,0,0.0119
70240,0,0.0331
70241,0,0.0305
70242,0,0.1308
70243,0,0.064
70244,0,0.3807
70245,0,0.0203
70246,0,0.0191
70247,0,0.038
70248,0,0.0207
70249,0,0.0187
70250,0,0.0723
70251,0,0.0589
70252,0,0.0725
70253,1,0.6909
70254,0,0.0465
70255,0,0.0358
70256,0,0.0273
70257,0,0.1296
70258,0,0.0149
70259,0,0.0167
70260,0,0.0048
70261,0,0.0081
70262,0,0.013
70263,0,0.0708
70264,0,0.0066
70265,0,0.0153
70266,0,0.0655
70267,0,0.0143
70268,0,0.0169
70269,0,0.0467
70270,1,0.7555
70271,0,0.0823
70272,0,0.0103
70273,0,0.0326
70274,0,0.0211
70275,0,0.0368
70276,0,0.3755
70277,0,0.0712
70278,0,0.0799
70279,0,0.0064
70280,0,0.0079
70281,0,0.0119
70282,0,0.2054
70283,0,0.0831
70284,1,0.7854
70285,0,0.0156
70286,0,0.0525
70287,0,0.3518
70288,0,0.0196
70289,1,0.5964
70290,0,0.0433
70291,0,0.0372
70292,0,0.0206
70293,0,0.0286
70294,0,0.0244
70295,0,0.0866
70296,0,0.027
70297,0,0.4203
70298,0,0.0278
70299,0,0.007
70300,0,0.011
70301,1,0.8068
70302,0,0.0974
70303,0,0.022
70304,0,0.0258
70305,0,0.1816
70306,0,0.0326
70307,1,0.9261
70308,0,0.026
70309,0,0.0141
70310,0,0.0065
70311,1,0.5148
70312,0,0.0057
70313,0,0.0083
70314,0,0.0499
70315,0,0.0893
70316,0,0.0043
70317,1,0.8569
70318,0,0.0464
70319,0,0.0253
70320,0,0.0239
70321,0,0.0115
70322,0,0.0605
70323,0,0.0241
70324,0,0.0289
70325,0,0.0225
70326,0,0.0387
70327,1,0.8173
70328,1,0.6207
70329,0,0.0245
70330,0,0.0024
70331,0,0.0075
70332,0,0.0044
70333,0,0.0181
70334,1,0.5104
70335,0,0.0378
70336,0,0.1148
70337,1,0.9591
70338,0,0.4047
70339,0,0.0071
70340,0,0.1153
70341,0,0.003
70342,0,0.0465
70343,0,0.1446
70344,0,0.1257
70345,0,0.023
70346,1,0.9237
70347,0,0.0151
70348,0,0.0754
70349,0,0.1236
70350,0,0.0647
70351,0,0.0398
70352,0,0.0076
70353,0,0.0387
70354,0,0.0647
70355,0,0.1623
70356,0,0.1336
70357,0,0.0427
70358,0,0.0166
70359,0,0.0612
70360,0,0.0356
70361,0,0.0232
70362,0,0.0231
70363,0,0.0423
70364,0,0.0036
70365,0,0.0512
70366,0,0.017
70367,0,0.0343
70368,0,0.046
70369,0,0.061
70370,0,0.3235
70371,0,0.012
70372,0,0.0293
70373,0,0.0537
70374,0,0.0245
70375,0,0.026
70376,0,0.0111
70377,0,0.0902
70378,0,0.0762
70379,0,0.0461
70380,0,0.0333
70381,0,0.0801
70382,0,0.2289
70383,0,0.1412
70384,0,0.0333
70385,0,0.0187
70386,1,0.9492
70387,0,0.0419
70388,0,0.1877
70389,0,0.0311
70390,0,0.0184
70391,0,0.0294
70392,0,0.0021
70393,0,0.0101
70394,0,0.0164
70395,0,0.1386
70396,0,0.0613
70397,0,0.0822
70398,0,0.0044
70399,1,0.9472
70400,0,0.0771
70401,0,0.0123
70402,0,0.0859
70403,0,0.0742
70404,0,0.1569
70405,0,0.0296
70406,0,0.1186
70407,1,0.9544
70408,0,0.1432
70409,0,0.0322
70410,0,0.16
70411,0,0.0416
70412,0,0.0038
70413,0,0.0463
70414,0,0.0482
70415,0,0.0281
70416,0,0.0191
70417,0,0.0139
70418,0,0.0063
70419,0,0.0234
70420,0,0.0272
70421,0,0.0082
70422,0,0.0365
70423,0,0.1192
70424,0,0.0529
70425,0,0.0825
70426,0,0.0368
70427,0,0.0469
70428,0,0.0168
70429,0,0.0623
70430,0,0.0351
70431,0,0.0302
70432,0,0.1222
70433,0,0.0887
70434,0,0.1699
70435,0,0.022
70436,0,0.0175
70437,0,0.0466
70438,0,0.1535
70439,0,0.0045
70440,0,0.1466
70441,0,0.0225
70442,0,0.1891
70443,1,0.945
70444,0,0.0276
70445,1,0.6909
70446,1,0.9079
70447,0,0.0325
70448,0,0.0438
70449,0,0.0153
70450,0,0.1702
70451,0,0.1141
70452,1,0.9434
70453,0,0.064
70454,0,0.0199
70455,0,0.0307
70456,0,0.1014
70457,0,0.0146
70458,0,0.0398
70459,0,0.0071
70460,1,0.978
70461,0,0.0688
70462,0,0.1166
70463,0,0.0104
70464,0,0.0911
70465,0,0.0173
70466,0,0.0195
70467,1,0.7685
70468,1,0.965
70469,0,0.0063
70470,0,0.017
70471,0,0.0031
70472,0,0.044
70473,1,0.9087
70474,0,0.0058
70475,1,0.9717
70476,0,0.0473
70477,0,0.0216
70478,0,0.043
70479,1,0.9396
70480,0,0.1332
70481,0,0.1149
70482,0,0.0071
70483,0,0.0514
70484,0,0.1284
70485,0,0.1019
70486,0,0.0654
70487,1,0.9023
70488,0,0.0192
70489,0,0.0567
70490,0,0.017
70491,0,0.467
70492,0,0.0212
70493,0,0.049
70494,0,0.4833
70495,0,0.0152
70496,0,0.0301
70497,0,0.0358
70498,0,0.0349
70499,1,0.9221
70500,0,0.0373
70501,0,0.0045
70502,1,0.9711
70503,0,0.0324
70504,0,0.0479
70505,0,0.0758
70506,0,0.0292
70507,0,0.011
70508,1,0.7004
70509,1,0.746
70510,0,0.096
70511,0,0.0038
70512,0,0.0097
70513,0,0.0294
70514,0,0.0071
70515,0,0.0677
70516,0,0.0144
70517,0,0.0465
70518,0,0.0038
70519,0,0.0047
70520,0,0.0294
70521,0,0.01
70522,0,0.0351
70523,0,0.0125
70524,0,0.024
70525,0,0.0611
70526,1,0.9276
70527,0,0.0452
70528,0,0.0214
70529,0,0.0948
70530,0,0.0186
70531,0,0.075
70532,0,0.0663
70533,0,0.0702
70534,0,0.0186
70535,0,0.0047
70536,0,0.0086
70537,0,0.0088
70538,0,0.023
70539,0,0.0337
70540,0,0.0106
70541,0,0.0148
70542,0,0.0252
70543,1,0.9621
70544,0,0.0834
70545,0,0.0078
70546,0,0.0395
70547,0,0.0197
70548,0,0.0801
70549,0,0.0104
70550,1,0.9336
70551,0,0.0191
70552,0,0.0228
70553,0,0.0232
70554,0,0.0124
70555,0,0.0544
70556,0,0.0048
70557,0,0.0235
70558,0,0.0132
70559,0,0.0342
70560,0,0.011
70561,0,0.0078
70562,0,0.0064
70563,1,0.8924
70564,0,0.179
70565,0,0.0224
70566,0,0.0178
70567,1,0.9847
70568,0,0.0713
70569,0,0.0554
70570,0,0.0038
70571,0,0.0454
70572,0,0.0762
70573,0,0.0092
70574,0,0.0626
70575,0,0.129
70576,0,0.3308
70577,0,0.0182
70578,0,0.0123
70579,0,0.0123
70580,0,0.0916
70581,0,0.0114
70582,0,0.084
70583,0,0.0213
70584,0,0.0282
70585,0,0.0635
70586,0,0.0465
70587,0,0.003
70588,0,0.0203
70589,0,0.0166
70590,0,0.0799
70591,0,0.0156
70592,0,0.0213
70593,0,0.0707
70594,0,0.0779
70595,0,0.0138
70596,1,0.9041
70597,0,0.0164
70598,0,0.0647
70599,0,0.0274
70600,0,0.0051
70601,0,0.0423
70602,0,0.0313
70603,0,0.0877
70604,0,0.1019
70605,0,0.0469
70606,0,0.0553
70607,0,0.0318
70608,0,0.066
70609,0,0.0138
70610,0,0.0125
70611,0,0.0128
70612,0,0.137
70613,1,0.8905
70614,0,0.1146
70615,0,0.0415
70616,0,0.0201
70617,0,0.0286
70618,0,0.005
70619,0,0.0989
70620,0,0.0219
70621,0,0.0236
70622,0,0.0983
70623,0,0.0318
70624,0,0.1897
70625,0,0.0203
70626,0,0.0094
70627,0,0.0247
70628,0,0.0061
70629,0,0.0121
70630,0,0.0196
70631,0,0.0152
70632,0,0.1111
70633,0,0.0634
70634,0,0.0237
70635,0,0.0159
70636,0,0.1105
70637,1,0.9319
70638,0,0.0151
70639,0,0.009
70640,0,0.0156
70641,1,0.5189
70642,0,0.0085
70643,0,0.0329
70644,0,0.011
70645,0,0.0069
70646,0,0.0153
70647,0,0.0374
70648,0,0.0253
70649,0,0.0193
70650,0,0.0119
70651,0,0.0604
70652,0,0.0171
70653,0,0.0547
70654,0,0.068
70655,0,0.0493
70656,0,0.1199
70657,0,0.0131
70658,0,0.0374
70659,0,0.1004
70660,1,0.9149
70661,1,0.7963
70662,0,0.0214
70663,0,0.0164
70664,0,0.0131
70665,0,0.0703
70666,0,0.1706
70667,0,0.0627
70668,0,0.0063
70669,1,0.9415
70670,0,0.0423
70671,0,0.1139
70672,0,0.0922
70673,0,0.0689
70674,0,0.0199
70675,0,0.0482
70676,0,0.0175
70677,0,0.0349
70678,1,0.9083
70679,0,0.0452
70680,0,0.0572
70681,0,0.0392
70682,0,0.1757
70683,0,0.0229
70684,0,0.0111
70685,0,0.0206
70686,0,0.0142
70687,0,0.0217
70688,0,0.0168
70689,0,0.0049
70690,0,0.0139
